timestamp,machine_id,temperature_c,vibration_mm_s,pressure_psi,rotational_speed_rpm,load_weight_tonnes,ambient_temp_c,humidity_percent,machine_type,model,age_years,manufacturer
1/29/2024,D2001,129.7357514,0.747924362,2450.344839,1550.617821,305.6675459,42.78129399,94.69271195,Dozer,Komatsu D475A,11,Belaz
1/30/2024,D2001,125.2738238,0.850373419,2714.288944,1850.335068,252.0077865,50.05278788,66.42275055,Dozer,Komatsu D475A,11,Belaz
1/31/2024,D2001,132.6165779,0.867287773,2493.831569,1837.785382,116.8483277,37.33056987,81.24942656,Dozer,Komatsu D475A,11,Belaz
2/1/2024,D2001,131.0458974,0.994790433,2419.418897,1785.185107,248.708926,20.89685406,79.8469091,Dozer,Komatsu D475A,11,Belaz
2/2/2024,D2001,123.2458034,1.258746695,2730.569206,1932.864122,309.5869028,48.71908906,57.55807048,Dozer,Komatsu D475A,11,Belaz
2/3/2024,D2001,125.4434848,0.95565165,2549.806316,1805.080444,349.3432753,24.96030235,84.76762721,Dozer,Komatsu D475A,11,Belaz
2/4/2024,D2001,134.674314,1.151752654,2440.090313,1938.339737,230.4544997,45.67732418,87.49999079,Dozer,Komatsu D475A,11,Belaz
2/5/2024,D2001,131.9513134,1.179710388,2645.194014,1871.470135,259.8941239,44.69632675,89.34209332,Dozer,Komatsu D475A,11,Belaz
2/6/2024,D2001,119.7503313,0.998492108,2165.271234,1872.60326,261.0019449,36.12097542,60.2296213,Dozer,Komatsu D475A,11,Belaz
2/7/2024,D2001,113.8546512,1.014166565,2960.6022,1819.310203,374.0960712,35.87213355,59.35232366,Dozer,Komatsu D475A,11,Belaz
2/8/2024,D2001,132.6059412,0.987210232,2532.661202,1701.567363,278.3269144,24.24379381,77.96593423,Dozer,Komatsu D475A,11,Belaz
2/9/2024,D2001,120.7047499,0.787686282,2257.010011,1853.616222,293.135265,30.59664354,82.69347123,Dozer,Komatsu D475A,11,Belaz
2/10/2024,D2001,127.4952305,1.204731614,2050.787238,1752.11523,181.0733283,35.27208664,84.12623657,Dozer,Komatsu D475A,11,Belaz
2/11/2024,D2001,124.091682,1.420613187,2168.190423,2079.055836,233.4193335,30.66142732,78.93830967,Dozer,Komatsu D475A,11,Belaz
2/12/2024,D2001,131.8822783,1.044028144,1899.170157,1882.265803,171.0030913,43.40410641,80.67512105,Dozer,Komatsu D475A,11,Belaz
2/13/2024,D2001,123.5652633,1.245988653,2274.2654,1729.739996,154.7979023,49.27804215,129.1188965,Dozer,Komatsu D475A,11,Belaz
2/14/2024,D2001,121.6477668,0.784494241,2572.435007,1812.963681,174.0843515,40.306784,81.96054896,Dozer,Komatsu D475A,11,Belaz
2/15/2024,D2001,119.5474437,1.055979787,2616.853349,1913.329783,311.7856602,45.10973444,62.79213366,Dozer,Komatsu D475A,11,Belaz
2/16/2024,D2001,128.5376725,1.098105638,2506.547902,1871.951926,326.9580862,40.45711525,65.95373003,Dozer,Komatsu D475A,11,Belaz
2/17/2024,D2001,120.9111195,1.080217454,2589.739336,1432.823628,297.2545189,36.37664586,55.00453686,Dozer,Komatsu D475A,11,Belaz
2/18/2024,D2001,125.4126418,1.066431827,2739.073948,1938.499634,284.1967724,38.76551891,109.2065633,Dozer,Komatsu D475A,11,Belaz
2/19/2024,D2001,122.6345221,1.227128554,2529.827895,1687.11801,295.068962,42.54160663,84.2191109,Dozer,Komatsu D475A,11,Belaz
2/20/2024,D2001,123.3328548,1.00381416,2691.653661,1645.819755,202.1672019,43.51854574,95.48468399,Dozer,Komatsu D475A,11,Belaz
2/21/2024,D2001,118.8918681,0.911031117,2788.808138,1858.070615,237.1110722,38.17357228,88.88350552,Dozer,Komatsu D475A,11,Belaz
2/22/2024,D2001,125.5707184,0.896480223,2628.556381,1659.848835,383.7832206,33.91340735,75.61430172,Dozer,Komatsu D475A,11,Belaz
2/23/2024,D2001,126.8071391,0.870195372,2566.856749,1893.142213,247.5995709,42.89892925,70.23311086,Dozer,Komatsu D475A,11,Belaz
2/24/2024,D2001,121.1298822,0.968158364,2208.781381,1757.842047,356.6043263,33.14634834,53.34205192,Dozer,Komatsu D475A,11,Belaz
2/25/2024,D2001,119.7968604,1.129215142,2256.395423,1931.63739,346.7220675,40.166517,91.83759206,Dozer,Komatsu D475A,11,Belaz
2/26/2024,D2001,128.5803402,1.068354172,2429.622976,1966.672131,253.8060784,41.38233979,81.94640331,Dozer,Komatsu D475A,11,Belaz
2/27/2024,D2001,124.9017732,1.167383628,2732.656381,1895.22878,119.1027784,42.29620708,94.46826648,Dozer,Komatsu D475A,11,Belaz
2/28/2024,D2001,127.4122917,1.079226129,2440.388227,1683.355786,224.5636194,56.57463719,85.70721218,Dozer,Komatsu D475A,11,Belaz
2/29/2024,D2001,128.4781099,1.120981981,2344.262599,1808.282958,236.0392725,28.69904269,95.67069429,Dozer,Komatsu D475A,11,Belaz
3/1/2024,D2001,128.7220371,0.993314395,2280.851583,1921.968652,192.8274753,46.60172395,76.56817899,Dozer,Komatsu D475A,11,Belaz
3/2/2024,D2001,131.4901537,1.243722994,2503.056562,1831.256169,298.4499206,47.54757144,99.50373268,Dozer,Komatsu D475A,11,Belaz
3/3/2024,D2001,125.569413,0.942037721,2139.401316,1600.779373,228.8568887,32.92082302,88.74678636,Dozer,Komatsu D475A,11,Belaz
3/4/2024,D2001,120.4843542,1.006278929,2258.513905,1857.137843,254.3490242,37.44179975,70.23610628,Dozer,Komatsu D475A,11,Belaz
3/5/2024,D2001,125.4603221,1.379191249,2599.269214,1879.292843,288.7006986,41.26412836,95.16194651,Dozer,Komatsu D475A,11,Belaz
3/6/2024,D2001,121.3823719,1.111821161,2663.407689,1966.477508,164.7835451,43.03696673,82.87426495,Dozer,Komatsu D475A,11,Belaz
3/7/2024,D2001,126.7008707,0.94378635,2506.387439,1666.475543,323.2698452,28.4488711,75.68342096,Dozer,Komatsu D475A,11,Belaz
3/8/2024,D2001,122.0828221,0.830165134,2112.384927,1839.615787,280.0566854,40.7923736,56.58288693,Dozer,Komatsu D475A,11,Belaz
3/9/2024,D2001,124.9942347,1.218240159,2328.57237,1535.455281,244.0757157,47.91172635,75.37700609,Dozer,Komatsu D475A,11,Belaz
3/10/2024,D2001,121.2829605,0.921819612,2224.005227,1978.08017,171.2238511,40.46980711,86.99566421,Dozer,Komatsu D475A,11,Belaz
3/11/2024,D2001,123.0991168,0.759320703,2458.631576,1701.757122,247.5603463,25.05198838,72.73402961,Dozer,Komatsu D475A,11,Belaz
3/12/2024,D2001,121.372591,0.893119914,2598.11835,1840.278926,242.3891081,42.43284992,69.66429592,Dozer,Komatsu D475A,11,Belaz
3/13/2024,D2001,118.3905955,0.900624667,2375.271954,2236.118617,281.5794991,33.29331171,94.77708268,Dozer,Komatsu D475A,11,Belaz
3/14/2024,D2001,128.2177171,1.090411396,2687.899046,1999.329248,282.9583532,56.61264231,106.7337606,Dozer,Komatsu D475A,11,Belaz
3/15/2024,D2001,127.0850279,0.739371078,2370.54164,1909.42602,301.5044614,28.55149403,98.09662546,Dozer,Komatsu D475A,11,Belaz
3/16/2024,D2001,134.4423234,0.860223725,2629.720318,2046.082597,282.9444055,45.56803253,98.98682564,Dozer,Komatsu D475A,11,Belaz
3/17/2024,D2001,121.2057191,0.864950573,2084.047307,1771.635034,320.4304243,42.75123934,82.35562759,Dozer,Komatsu D475A,11,Belaz
3/18/2024,D2001,129.947308,1.197647071,2277.799332,1840.660883,188.2490787,22.57065107,70.01389769,Dozer,Komatsu D475A,11,Belaz
3/19/2024,D2001,124.6795117,1.045009404,2732.52727,1686.044375,306.3998297,35.05451496,72.2212441,Dozer,Komatsu D475A,11,Belaz
3/20/2024,D2001,130.4599422,0.871432397,2474.918681,2090.071236,265.1621818,29.57148472,99.04310677,Dozer,Komatsu D475A,11,Belaz
3/21/2024,D2001,126.5618801,0.84083929,2435.235372,1844.122556,332.3363923,36.71744699,92.60922611,Dozer,Komatsu D475A,11,Belaz
3/22/2024,D2001,128.9733333,1.014361602,2188.21699,1692.537678,207.9178723,41.04913197,64.47191802,Dozer,Komatsu D475A,11,Belaz
3/23/2024,D2001,120.4979404,0.724825722,2069.377534,1814.164343,135.1586566,29.84804058,77.50913844,Dozer,Komatsu D475A,11,Belaz
3/24/2024,D2001,128.7061254,1.052913594,2599.219873,1870.326542,350.2324475,40.01906002,94.28501224,Dozer,Komatsu D475A,11,Belaz
3/25/2024,D2001,118.3592434,0.994400067,2589.51053,1745.497284,232.5802858,38.13498256,86.00379521,Dozer,Komatsu D475A,11,Belaz
3/26/2024,D2001,123.1936931,0.947457683,2802.014017,1992.960251,315.4502002,45.23433477,74.39524344,Dozer,Komatsu D475A,11,Belaz
3/27/2024,D2001,125.1326048,0.935515409,2482.69006,1905.623321,345.8918984,43.36613705,107.6254597,Dozer,Komatsu D475A,11,Belaz
3/28/2024,D2001,130.4627491,0.904006413,2496.511123,1888.93366,358.6382607,46.82965176,81.76033221,Dozer,Komatsu D475A,11,Belaz
3/29/2024,D2001,123.2625986,0.865072892,2328.552232,1730.35198,338.0734855,39.25338746,91.39280722,Dozer,Komatsu D475A,11,Belaz
3/30/2024,D2001,117.6020588,1.299248582,2381.076021,1745.337421,303.220651,39.53094616,101.1929332,Dozer,Komatsu D475A,11,Belaz
3/31/2024,D2001,132.0084046,0.768769915,2128.329444,1616.606125,297.9366565,33.96063007,84.15780451,Dozer,Komatsu D475A,11,Belaz
4/1/2024,D2001,128.9598788,1.341811533,2549.056651,1852.628493,92.64130667,53.40703956,76.23501942,Dozer,Komatsu D475A,11,Belaz
4/2/2024,D2001,116.4493764,1.283981742,2135.631902,1705.032327,330.7920787,41.40487365,102.582078,Dozer,Komatsu D475A,11,Belaz
4/3/2024,D2001,124.419289,1.153866316,2394.879981,1852.933818,190.5669988,30.0861697,85.58705633,Dozer,Komatsu D475A,11,Belaz
4/4/2024,D2001,117.8241022,0.944666643,2533.856244,1927.898959,59.00914239,32.72269417,100.1306968,Dozer,Komatsu D475A,11,Belaz
4/5/2024,D2001,128.8920484,1.011696984,2655.308882,1707.298389,256.6909781,45.14849401,122.9183372,Dozer,Komatsu D475A,11,Belaz
4/6/2024,D2001,126.495957,0.858897556,2211.72454,1921.262346,277.6439055,39.30908293,90.04403633,Dozer,Komatsu D475A,11,Belaz
4/7/2024,D2001,122.1215919,1.231061597,2273.96108,1965.133123,217.0687239,35.18138117,90.46786033,Dozer,Komatsu D475A,11,Belaz
4/8/2024,D2001,124.0615979,0.907350606,2539.14906,1998.126851,250.4862766,39.05673533,87.74360341,Dozer,Komatsu D475A,11,Belaz
4/9/2024,D2001,127.7306982,0.934233546,2503.556948,2094.373028,312.3273842,35.10986967,84.16703145,Dozer,Komatsu D475A,11,Belaz
1/1/2024,HTT2002,112.9268239,0.978225327,2427.732404,1749.192659,222.3259615,43.01266865,102.0699234,Haul Truck,Komatsu 930E,9,Hitachi
1/2/2024,HTT2002,123.9625752,1.040970171,2603.999112,1844.281059,239.0619468,27.72115655,97.54223984,Haul Truck,Komatsu 930E,9,Hitachi
1/3/2024,HTT2002,133.6058382,0.787956603,2222.547095,2102.537272,291.4055618,29.47022253,77.39057787,Haul Truck,Komatsu 930E,9,Hitachi
1/4/2024,HTT2002,129.223584,0.892837213,2107.334824,1693.47335,263.5475759,53.71607895,88.67328717,Haul Truck,Komatsu 930E,9,Hitachi
1/5/2024,HTT2002,127.6779661,1.067640276,2651.851712,1780.164389,252.4267463,36.76864634,83.33759379,Haul Truck,Komatsu 930E,9,Hitachi
1/6/2024,HTT2002,123.8282159,0.799344468,2440.815235,1936.494821,250.1114383,44.09490233,98.53931951,Haul Truck,Komatsu 930E,9,Hitachi
1/7/2024,HTT2002,126.8036986,1.050844618,2630.406264,1817.248503,127.5597624,32.6051555,108.0589584,Haul Truck,Komatsu 930E,9,Hitachi
1/8/2024,HTT2002,117.2634103,1.157292986,2610.044623,2005.377034,284.4825393,45.95784383,56.59958805,Haul Truck,Komatsu 930E,9,Hitachi
1/9/2024,HTT2002,123.3165665,1.035895173,2320.716538,1743.903572,246.9941509,35.53921077,100.3841574,Haul Truck,Komatsu 930E,9,Hitachi
1/10/2024,HTT2002,132.4279279,1.131278744,2554.450936,1984.669168,260.1073184,42.99626254,104.0195253,Haul Truck,Komatsu 930E,9,Hitachi
1/11/2024,HTT2002,126.1589904,0.955218627,2523.812588,1656.426153,391.8794048,40.782709,59.39763388,Haul Truck,Komatsu 930E,9,Hitachi
1/12/2024,HTT2002,130.2129328,1.112899776,2524.661345,1529.818028,201.4468545,33.61329625,77.32787873,Haul Truck,Komatsu 930E,9,Hitachi
1/13/2024,HTT2002,121.1051382,1.013167615,2856.20088,1625.257151,207.902713,35.53076404,92.01539754,Haul Truck,Komatsu 930E,9,Hitachi
1/14/2024,HTT2002,118.2787566,0.818503251,1997.559501,1888.666249,292.3940759,33.32663162,80.01610125,Haul Truck,Komatsu 930E,9,Hitachi
1/15/2024,HTT2002,118.9244981,0.90835797,2353.170049,1953.379904,270.7643343,33.82583184,99.87919786,Haul Truck,Komatsu 930E,9,Hitachi
1/16/2024,HTT2002,122.8972188,0.849923477,2023.329282,1680.748857,212.7428628,46.36244746,87.43456939,Haul Truck,Komatsu 930E,9,Hitachi
1/17/2024,HTT2002,121.3682012,1.105394293,2384.326037,1881.86317,229.3931872,43.81292744,79.22416884,Haul Truck,Komatsu 930E,9,Hitachi
1/18/2024,HTT2002,127.2944249,1.086202346,2611.559551,1531.939048,307.0993002,46.17821508,93.16671624,Haul Truck,Komatsu 930E,9,Hitachi
1/19/2024,HTT2002,132.0983666,1.229578544,2490.160292,1917.808359,196.0991058,45.88539597,81.63949263,Haul Truck,Komatsu 930E,9,Hitachi
1/20/2024,HTT2002,123.7302563,1.079331963,3071.750634,1778.289928,284.396901,34.10877379,82.76417193,Haul Truck,Komatsu 930E,9,Hitachi
1/21/2024,HTT2002,123.900982,0.923382472,2695.804382,1968.583103,167.3034573,35.45591474,86.41274472,Haul Truck,Komatsu 930E,9,Hitachi
1/22/2024,HTT2002,128.4759089,1.020908469,2283.485303,1720.688398,234.2024829,46.25420836,105.6498213,Haul Truck,Komatsu 930E,9,Hitachi
1/23/2024,HTT2002,120.5032063,1.036873994,2272.677176,1776.82021,181.7178007,29.80432573,97.11717772,Haul Truck,Komatsu 930E,9,Hitachi
1/24/2024,HTT2002,129.0062169,1.002875142,2670.777249,1779.158978,216.8939036,39.17067843,72.34943595,Haul Truck,Komatsu 930E,9,Hitachi
1/25/2024,HTT2002,117.6772427,0.888879852,2426.646524,1842.434396,204.6491017,36.69862345,83.75539306,Haul Truck,Komatsu 930E,9,Hitachi
1/26/2024,HTT2002,118.6313325,1.00343435,2521.599917,1809.196446,290.6443964,42.86607135,99.9349672,Haul Truck,Komatsu 930E,9,Hitachi
1/27/2024,HTT2002,117.6795233,0.993602899,2341.025596,1873.683307,265.4732378,53.48416796,89.89404268,Haul Truck,Komatsu 930E,9,Hitachi
1/28/2024,HTT2002,120.5314605,0.966767644,2786.183572,1959.039276,316.7200825,30.97494095,71.68121958,Haul Truck,Komatsu 930E,9,Hitachi
1/29/2024,HTT2002,119.424373,1.106199239,2208.720978,1835.587798,318.0380616,47.8633656,97.98567683,Haul Truck,Komatsu 930E,9,Hitachi
1/30/2024,HTT2002,111.6488057,1.039410082,2370.229589,1707.097997,184.3934201,19.64562794,92.83559765,Haul Truck,Komatsu 930E,9,Hitachi
1/31/2024,HTT2002,121.913021,1.097993363,2794.437885,1756.476372,256.8737652,40.39855953,68.04223934,Haul Truck,Komatsu 930E,9,Hitachi
2/1/2024,HTT2002,122.3519727,0.950376185,2569.151301,2138.799986,271.4854097,47.73371808,61.95468675,Haul Truck,Komatsu 930E,9,Hitachi
2/2/2024,HTT2002,120.2839847,0.898338313,1896.69177,2069.55407,194.4551306,32.74989983,88.07052225,Haul Truck,Komatsu 930E,9,Hitachi
2/3/2024,HTT2002,115.7332863,0.930135786,2824.513082,1772.762048,193.1212498,45.05859132,88.39242485,Haul Truck,Komatsu 930E,9,Hitachi
2/4/2024,HTT2002,131.2961222,0.834487793,2302.18017,1873.9385,207.6312079,48.48870014,96.5235603,Haul Truck,Komatsu 930E,9,Hitachi
2/5/2024,HTT2002,128.1494241,0.906956963,2308.747955,1997.515896,284.291061,28.15843399,109.7590082,Haul Truck,Komatsu 930E,9,Hitachi
2/6/2024,HTT2002,133.1226887,1.02250171,2421.438774,1891.277424,214.4407058,34.71568202,70.16424853,Haul Truck,Komatsu 930E,9,Hitachi
2/7/2024,HTT2002,126.0916333,0.9482626,2307.114992,1749.945277,141.0845752,48.02270125,90.92570721,Haul Truck,Komatsu 930E,9,Hitachi
2/8/2024,HTT2002,116.9694208,1.089703217,2307.253768,1709.053854,295.0645138,39.034067,65.29604048,Haul Truck,Komatsu 930E,9,Hitachi
2/9/2024,HTT2002,131.382989,0.912663759,2251.187854,1589.686315,149.4166023,26.61851268,57.35778806,Haul Truck,Komatsu 930E,9,Hitachi
2/10/2024,HTT2002,122.8362228,0.881586461,2392.653014,1859.882213,313.5249139,35.11674659,83.4302502,Haul Truck,Komatsu 930E,9,Hitachi
2/11/2024,HTT2002,132.9947219,0.87791272,2453.999113,1918.142928,140.2680982,52.23197349,92.99587174,Haul Truck,Komatsu 930E,9,Hitachi
2/12/2024,HTT2002,131.982771,1.069395875,2376.942322,1795.922073,199.293296,38.76365912,83.49558406,Haul Truck,Komatsu 930E,9,Hitachi
2/13/2024,HTT2002,133.3656614,1.085514075,2858.677189,1670.95352,368.9105465,34.16607616,84.65898049,Haul Truck,Komatsu 930E,9,Hitachi
2/14/2024,HTT2002,117.1847501,1.292561476,2442.12101,1909.573045,145.2610153,40.40654273,58.46872289,Haul Truck,Komatsu 930E,9,Hitachi
2/15/2024,HTT2002,121.1535521,1.120506319,2548.622018,1660.900458,380.0046973,37.67985211,67.25617255,Haul Truck,Komatsu 930E,9,Hitachi
2/16/2024,HTT2002,117.5224866,0.999250498,2541.15211,1884.850572,230.9719877,41.14454246,78.57920138,Haul Truck,Komatsu 930E,9,Hitachi
2/17/2024,HTT2002,131.97571,0.838913814,2246.112986,1944.270901,184.5184661,40.46178718,63.66733841,Haul Truck,Komatsu 930E,9,Hitachi
2/18/2024,HTT2002,120.9830592,0.950573389,2162.097534,1565.727848,208.5698686,41.36591979,84.44586041,Haul Truck,Komatsu 930E,9,Hitachi
2/19/2024,HTT2002,130.4929491,0.992863068,2305.175413,1857.527363,225.8239279,48.50543489,80.4818901,Haul Truck,Komatsu 930E,9,Hitachi
2/20/2024,HTT2002,124.72161,0.98257264,2540.74051,1782.506384,311.5409932,39.31424822,96.87958284,Haul Truck,Komatsu 930E,9,Hitachi
2/21/2024,HTT2002,118.3268297,1.048903999,2387.528422,1981.470744,169.098787,33.49592108,53.04070341,Haul Truck,Komatsu 930E,9,Hitachi
2/22/2024,HTT2002,120.5266721,1.098440733,2177.52473,1771.533244,45.09396594,36.32648284,89.77718481,Haul Truck,Komatsu 930E,9,Hitachi
2/23/2024,HTT2002,125.4054996,1.219447899,2104.336414,1888.534803,189.8817192,33.51060821,78.19318545,Haul Truck,Komatsu 930E,9,Hitachi
2/24/2024,HTT2002,123.4496252,1.143746777,2604.082982,2141.924558,300.8093562,45.00798095,76.75689742,Haul Truck,Komatsu 930E,9,Hitachi
2/25/2024,HTT2002,129.2332547,1.100783287,2434.061681,1668.160168,153.7362412,45.86665275,88.53778054,Haul Truck,Komatsu 930E,9,Hitachi
2/26/2024,HTT2002,126.6807396,0.96676135,2301.375722,1876.607446,274.1019795,35.36159521,77.62061088,Haul Truck,Komatsu 930E,9,Hitachi
2/27/2024,HTT2002,122.134091,0.935390241,2330.272737,1838.653366,300.7046367,39.25512319,92.26264371,Haul Truck,Komatsu 930E,9,Hitachi
2/28/2024,HTT2002,128.7463782,0.752505887,2602.542007,1945.357005,224.8537382,35.91285332,98.6887186,Haul Truck,Komatsu 930E,9,Hitachi
2/29/2024,HTT2002,127.7318466,1.033787769,2359.296139,1947.63403,210.2589666,29.50500858,78.94710292,Haul Truck,Komatsu 930E,9,Hitachi
3/1/2024,HTT2002,137.1507627,1.033277993,2576.709534,1721.385089,312.8854271,41.50983394,84.76442769,Haul Truck,Komatsu 930E,9,Hitachi
3/2/2024,HTT2002,119.8799095,0.959125267,2530.342381,1691.863404,280.9353373,35.72487102,74.46144029,Haul Truck,Komatsu 930E,9,Hitachi
3/3/2024,HTT2002,115.1053032,0.818114883,2423.806246,1813.645012,290.1542443,32.59774396,111.1528623,Haul Truck,Komatsu 930E,9,Hitachi
3/4/2024,HTT2002,120.3524839,0.982516184,2491.776882,1567.684006,218.1351536,48.56539437,50.16459953,Haul Truck,Komatsu 930E,9,Hitachi
3/5/2024,HTT2002,132.7238023,1.125312825,2310.393406,1829.809159,285.9105839,26.20651975,118.9066301,Haul Truck,Komatsu 930E,9,Hitachi
3/6/2024,HTT2002,131.4890762,0.968617961,2150.133743,1760.379202,343.3117855,48.62032034,76.78708247,Haul Truck,Komatsu 930E,9,Hitachi
3/7/2024,HTT2002,130.0926007,1.249315029,2341.002252,1715.195958,189.8272954,37.0857609,82.63456796,Haul Truck,Komatsu 930E,9,Hitachi
3/8/2024,HTT2002,124.3141728,1.090765824,2270.979758,1689.791718,332.2603645,38.27413871,93.96303655,Haul Truck,Komatsu 930E,9,Hitachi
3/9/2024,HTT2002,135.1367756,0.776332828,2287.46124,1593.764005,288.8180289,31.86044498,92.97522115,Haul Truck,Komatsu 930E,9,Hitachi
3/10/2024,HTT2002,121.0621809,0.859087443,2230.471029,2229.884927,174.8215464,46.35017877,79.50336274,Haul Truck,Komatsu 930E,9,Hitachi
3/11/2024,HTT2002,128.4470922,1.062592688,2447.198481,1743.577367,396.3876035,40.2342458,63.71252292,Haul Truck,Komatsu 930E,9,Hitachi
3/12/2024,HTT2002,120.5680885,1.079276974,2201.605656,1786.718551,245.4051371,28.9605888,81.43724299,Haul Truck,Komatsu 930E,9,Hitachi
3/13/2024,HTT2002,137.7558497,1.095301546,2205.775844,1966.685144,263.6970068,33.96336755,62.72169612,Haul Truck,Komatsu 930E,9,Hitachi
3/14/2024,HTT2002,121.2398849,1.099944533,2624.89727,1933.989043,280.9610509,48.09696864,75.59771628,Haul Truck,Komatsu 930E,9,Hitachi
3/15/2024,HTT2002,130.4390151,0.867437495,2192.563906,1976.549885,242.3962159,65.53910615,81.1454294,Haul Truck,Komatsu 930E,9,Hitachi
3/16/2024,HTT2002,128.5046085,1.035830225,2502.312023,1778.270442,253.2704282,49.19361568,93.63465643,Haul Truck,Komatsu 930E,9,Hitachi
3/17/2024,HTT2002,124.8907604,1.296170999,2250.616743,1900.007542,121.609863,16.14496052,61.75678476,Haul Truck,Komatsu 930E,9,Hitachi
3/18/2024,HTT2002,124.2980145,0.929678351,2466.640121,1498.590798,116.669608,40.94641337,62.70313166,Haul Truck,Komatsu 930E,9,Hitachi
3/19/2024,HTT2002,124.8411068,0.813784147,2348.322555,1921.082072,252.0882534,22.23981327,56.06257301,Haul Truck,Komatsu 930E,9,Hitachi
3/20/2024,HTT2002,109.1284449,0.964155606,2519.388462,1953.913238,248.8640945,36.95015527,98.28918974,Haul Truck,Komatsu 930E,9,Hitachi
3/21/2024,HTT2002,122.5395657,1.07564705,2712.616249,1779.507981,226.3296984,37.62071058,61.79994857,Haul Truck,Komatsu 930E,9,Hitachi
