Machine_ID,Timestamp,Age_Days,Temperature_C,Humidity_pct,Vibration_mm_s,Pressure_psi,Maintenance_Events,Days_Since_Maintenance,Failure_in_14_Days,Failed_Component
1,2023-01-29,28,72.97822495274248,38.753484719185295,0.6221914689706979,98.1326086740562,0,-48,0,None
1,2023-01-30,29,87.43758894664242,39.962053966568554,0.5711726503480171,100.94348255979962,0,-47,0,None
1,2023-01-31,30,69.05518827563716,38.87589187325632,0.657737782371535,97.00784836377609,0,-46,0,None
1,2023-02-01,31,73.57688309645263,24.437836678808093,0.6424865633269634,98.00369118602941,0,-45,0,None
1,2023-02-02,32,79.57323001827369,48.99207264919066,0.5340255028148149,99.81327618798771,0,-44,0,None
1,2023-02-03,33,72.24828770608744,26.47953747167994,0.7885502081494592,100.3418372603693,0,-43,0,None
1,2023-02-04,34,84.09742317320323,33.71567712843553,0.7337515591267276,102.0728383727334,0,-42,0,None
1,2023-02-05,35,84.33085182160282,33.60673820361074,0.681490511238692,101.32026975179168,0,-41,0,None
1,2023-02-06,36,76.65955888584841,39.907386087383216,0.5988130451843232,100.89357155948396,0,-40,0,None
1,2023-02-07,37,73.6590352822698,51.17562471334325,0.7363228881124415,100.18151564487299,0,-39,0,None
1,2023-02-08,38,75.49443497421674,40.767847223374,0.7392664495702637,101.9183194017465,0,-38,0,None
1,2023-02-09,39,80.52865549152818,54.92720484515379,0.518466900221343,99.59815172399092,0,-37,0,None
1,2023-02-10,40,85.86192153831115,37.15055945421983,0.6401859512991408,99.96643935668062,0,-36,0,None
1,2023-02-11,41,73.61974655765107,36.758631275662445,0.6137772729168429,101.87322482097196,0,-35,0,None
1,2023-02-12,42,78.96149669417589,44.944469677655476,0.76642527120941,98.30384962358875,0,-34,0,None
1,2023-02-13,43,72.31720516131642,38.96360875411239,0.8504313120046654,96.07574025889309,0,-33,0,None
1,2023-02-14,44,78.73870846724066,47.733105755729156,0.7264398383282037,99.39901997683056,0,-32,0,None
1,2023-02-15,45,76.51489049538165,38.20271219643494,0.8058286306784005,96.36354655020202,0,-31,0,None
1,2023-02-16,46,77.51961446096465,36.400812034312516,0.7722139198828604,98.38042613090292,0,-30,0,None
1,2023-02-17,47,82.63150411732012,28.0499465476435,0.7474463759677,100.2565545568188,0,-29,0,None
1,2023-02-18,48,81.78317545124145,38.30989576755443,0.6523814475118146,100.71367675285249,0,-28,0,None
1,2023-02-19,49,80.00425265846928,40.881832715199636,0.8765912422901259,100.37837684575952,0,-27,0,None
1,2023-02-20,50,84.00539723422342,26.392915066745665,0.7904652390610875,99.49289915496428,0,-26,0,None
1,2023-02-21,51,80.32772615833234,32.22727381660194,0.7636831367298007,101.48770110542698,0,-25,0,None
1,2023-02-22,52,89.43226228380684,41.87897650728004,0.7473743447136876,99.1498441437264,0,-24,0,None
1,2023-02-23,53,78.40775289279165,26.0019335429368,0.8792446381267826,96.03489430811226,0,-23,0,None
1,2023-02-24,54,79.25820445888182,34.131728295084336,0.6245155017515481,103.24371798290484,0,-22,0,None
1,2023-02-25,55,77.00660165910273,27.646205221953462,0.7710357789451041,101.82196329577992,0,-21,0,None
1,2023-02-26,56,75.93250375373151,40.52657341742788,0.8174432642850377,101.57084400046139,0,-20,0,None
1,2023-02-27,57,88.57722455972129,34.357596938713364,0.7872215512923626,101.40538043597033,0,-19,0,None
1,2023-02-28,58,82.97537090517127,25.707146920920252,0.7956930894642058,99.11833304642646,0,-18,0,None
1,2023-03-01,59,74.4886822271009,51.21354652910088,0.7338723070930029,100.1227897650734,0,-17,0,None
1,2023-03-02,60,80.46316574638475,47.13840650567368,0.7559422131234822,100.2118447969411,0,-16,0,None
1,2023-03-03,61,76.81621518787172,46.415317364409844,0.7999375846764019,99.1563319493058,0,-15,0,None
1,2023-03-04,62,82.4702213331943,37.11209323642392,0.7500724122009879,103.545989217529,0,-14,0,None
1,2023-03-05,63,77.84113525800467,52.43664668617988,0.8365319946770269,98.58225617288598,0,-13,0,None
1,2023-03-06,64,83.59430153571495,40.81442880720877,0.8267297301066663,99.24984328892182,0,-12,0,None
1,2023-03-07,65,84.64712636640385,39.10474582466835,0.7971478716421918,99.80182823105848,0,-11,0,None
1,2023-03-08,66,84.43580084476143,48.963316187677435,0.7910005534642516,103.76975164630278,0,-10,0,None
1,2023-03-09,67,83.18467381764984,48.15114122487999,0.9702935221953739,99.74745136499322,0,-9,0,None
1,2023-03-10,68,80.8646215586965,40.04053242142407,0.9096144555530008,101.75298585292366,0,-8,0,None
1,2023-03-11,69,73.73670322428035,43.95399844344133,0.7678015903132686,98.59819273853263,0,-7,0,None
1,2023-03-12,70,85.60906608255165,62.18064061110407,0.8536264235606741,99.5328808339203,0,-6,0,None
1,2023-03-13,71,80.68189001475807,43.075199306593376,1.0855942744553084,99.7086376354096,0,-5,0,None
1,2023-03-14,72,75.7844145682169,50.49764810478883,0.9396905285696732,98.09186646002621,0,-4,0,None
1,2023-03-15,73,80.86765185359951,48.62784371448193,0.9395463375494509,103.79041825211274,0,-3,0,None
1,2023-03-16,74,75.1983898401616,45.12577993709174,0.9507425476256123,99.92291386827529,0,-2,0,None
1,2023-03-17,75,87.03285982631395,50.28855054205009,1.0133921116609117,101.92445195955113,0,-1,0,None
1,2023-03-18,76,80.37647558185024,49.084101090295526,1.1461608442684152,100.17413052381036,0,0,0,None
1,2023-03-19,77,82.36797342405674,30.151084812772975,0.7976040674658122,99.50054170753843,0,1,0,None
1,2023-03-20,78,77.00685502097105,38.919465299565026,0.7931932554234843,102.72071947188395,0,2,0,None
1,2023-03-21,79,86.4808828328014,63.20460016864425,1.023643651814023,103.2337855827298,0,3,0,None
1,2023-03-22,80,89.02859632712612,35.954511670613186,0.6721613815735049,97.9177681110625,0,4,0,None
1,2023-03-23,81,77.27436656712952,47.35910718631036,0.8945528018614154,101.78673486427417,0,5,0,None
1,2023-03-24,82,92.0053639263441,29.899437585287583,0.8901614507899015,100.27013630064496,0,6,0,None
1,2023-03-25,83,83.85335523718696,51.776332774992056,0.9008854015010108,103.43921735746355,0,7,0,None
1,2023-03-26,84,78.49187877011592,38.21319271422374,0.8001185172800382,98.08207298169945,0,8,0,None
1,2023-03-27,85,84.99022966244466,38.3530072466452,0.9006834836669243,102.64370577364099,0,9,0,None
1,2023-03-28,86,81.65943583678752,52.35970675592681,0.9081868791422918,97.91567844211147,0,10,0,None
1,2023-03-29,87,84.59015627405547,42.45912103242977,0.8750836613007575,97.44453433693815,0,11,0,None
1,2023-03-30,88,88.67449423422907,60.80096289134541,0.9086090888081431,99.25573123362288,0,12,0,None
1,2023-03-31,89,81.34229699667054,30.745128953477067,0.7935262865839563,101.9326933074458,0,13,0,None
1,2023-04-01,90,81.97618409893735,46.22570107584656,0.9695243797593942,104.06348069004625,0,14,0,None
1,2023-04-02,91,73.92085725670091,52.192188939007345,0.6557254872663321,100.99463903049649,0,15,0,None
1,2023-04-03,92,80.45783214404979,27.042371788442523,0.9575955693236373,95.96557219243478,0,16,0,None
1,2023-04-04,93,69.62998573842751,52.36153918325866,0.9572427456850419,100.70103333092275,0,17,0,None
1,2023-04-05,94,79.1957853062825,43.64249383500483,0.9775866266787091,97.97781253192795,0,18,0,None
1,2023-04-06,95,79.2433846973931,41.44263323015248,0.933131720643984,101.48085902501454,0,19,0,None
1,2023-04-07,96,77.46802365403938,35.65733944184324,0.966950105805553,104.51498702828044,0,20,0,None
1,2023-04-08,97,83.20580180625322,42.498276206051344,0.9752376045414152,99.3540546579286,0,21,0,None
1,2023-04-09,98,93.42953046426531,39.40906651731171,0.7912412160214932,98.43688198020119,0,22,0,None
1,2023-04-10,99,72.10532163960971,41.39563178248211,1.071708694995385,97.56211312252904,0,23,0,None
1,2023-04-11,100,91.12187613896857,35.823089662249885,1.0916792960666926,100.63096387138694,0,24,0,None
1,2023-04-12,101,87.61027845720791,55.01745512963476,1.0441503736057236,101.62071489074856,0,25,0,None
1,2023-04-13,102,80.46519371298841,8.91379837112935,1.0415131960131512,100.66995795248198,0,26,0,None
1,2023-04-14,103,81.34323866407729,51.45391163146973,1.0040758752793308,97.02480631109809,0,27,0,None
1,2023-04-15,104,78.8865941686767,52.33790592127851,0.9583139329157093,97.40806382191668,0,28,0,None
1,2023-04-16,105,76.97347939546138,49.675088764511116,0.8941793641687832,99.54312160560367,0,29,0,None
1,2023-04-17,106,80.52045849520152,24.908828138514234,1.0233863546448585,102.18930008057934,0,30,0,None
1,2023-04-18,107,86.29620523840318,47.96814552961892,1.1407510493791726,99.64694152670876,0,31,1,Drivetrain
1,2023-04-19,108,90.7361742874066,33.459710786148996,0.929475717027746,99.323209154845,0,1,0,None
1,2023-04-20,109,72.58694171267574,34.316692628717256,0.860024464429402,99.94226240921184,0,2,0,None
1,2023-04-21,110,80.82851829804642,32.8981245866443,1.1063898500719551,98.40460941776736,0,3,0,None
1,2023-04-22,111,84.14069915391049,29.45472374767887,1.0159895313790672,101.59875959318506,0,4,0,None
1,2023-04-23,112,68.2912292160501,57.4731097518873,1.0539976846667738,104.75365582138585,0,5,0,None
1,2023-04-24,113,82.20928064912574,19.543512829826433,0.8515356022202761,100.18533518437897,0,6,0,None
1,2023-04-25,114,77.17587486885333,28.210683570991982,1.1855294652245432,98.22929164622799,0,7,0,None
1,2023-04-26,115,77.84481178072056,41.34069199015831,1.0094557296120579,97.86041603155682,0,8,0,None
1,2023-04-27,116,81.79774381237861,48.11126654846278,1.0839516685012733,103.57803064153178,0,9,0,None
1,2023-04-28,117,84.76121433981034,29.47668245535239,1.0564109562671598,96.58443802712502,0,10,0,None
1,2023-04-29,118,79.24336875019115,39.528596655869165,1.0579809566830738,98.7700973030967,0,11,0,None
1,2023-04-30,119,77.18829493866124,50.725330825822866,1.1171085482202379,97.23800408960541,0,12,0,None
1,2023-05-01,120,83.70322242079592,32.8013399926208,0.9959881293745885,101.80707808086646,0,13,0,None
1,2023-05-02,121,69.51549949892802,43.782642785012776,1.161380545138974,100.45209946318647,0,14,0,None
1,2023-05-03,122,80.62004854345194,58.9686149014118,1.258167836166857,104.04929637495309,0,15,0,None
1,2023-05-04,123,80.40389222947957,30.959808299950023,1.3217434400262387,98.59499325138746,0,16,0,None
1,2023-05-05,124,85.84492373625059,54.25530207025203,1.1477886027785784,103.91928806685304,0,17,0,None
1,2023-05-06,125,76.79476812441966,46.85254895793879,1.149285170992977,98.69717509564853,0,18,0,None
1,2023-05-07,126,79.24402313192222,28.773364903194665,1.2534259174366094,99.36685453372449,0,19,0,None
1,2023-05-08,127,84.62226822692433,45.870541893175755,1.0111080499610448,97.58614909152489,0,20,0,None
1,2023-05-09,128,75.06116540505383,44.7088115885116,1.0353531078064517,97.20289692108983,0,21,0,None
1,2023-05-10,129,80.98378783355317,31.602749287435778,1.191287810272037,102.91910986810093,0,22,0,None
1,2023-05-11,130,79.2388658576078,36.63810573630282,1.2632819041595371,99.65578014478653,0,23,0,None
1,2023-05-12,131,75.22427715253373,42.38465060110932,1.16826839569005,102.49712407725396,0,24,0,None
1,2023-05-13,132,88.02974896938893,46.77887434960055,1.0203870769842411,96.16122514931045,0,25,0,None
1,2023-05-14,133,83.81389209197208,52.15617808334851,1.2553884956414643,99.56611108121282,0,26,0,None
1,2023-05-15,134,83.97724288871808,45.214780633126075,1.221051601297559,101.88948601887044,0,27,0,None
1,2023-05-16,135,77.35035831185294,40.638597617553444,1.0853216011256719,100.53724195882133,0,28,0,None
1,2023-05-17,136,85.49263071571977,41.01100946431616,0.9940259636947457,103.31568237854124,0,29,0,None
1,2023-05-18,137,88.57752898570045,53.179324514581474,1.2117492354770427,101.62404727563705,0,30,0,None
1,2023-05-19,138,80.65347859599326,46.715466808749674,1.040681127949548,102.19892163150193,0,31,0,None
1,2023-05-20,139,85.4477354655337,29.453983273189465,1.2107379284053552,101.10106672662643,0,32,0,None
1,2023-05-21,140,90.39484541762566,28.583713750327846,1.126136860987341,99.44121760526527,0,33,0,None
1,2023-05-22,141,86.0078862311321,50.04602711562103,1.1326941523955667,101.28640472835295,0,34,0,None
1,2023-05-23,142,84.35262383124052,17.64265835879924,1.3602600506620894,100.6408956301399,0,35,0,None
1,2023-05-24,143,81.49255146935108,40.79834355629478,1.158262323627814,100.69022277698515,0,36,0,None
1,2023-05-25,144,78.59968789456016,34.1046969067965,1.2456014011041348,99.15066024760524,0,37,0,None
1,2023-05-26,145,83.83244339468604,50.202084826850545,1.1258723892607139,100.00507661890065,0,38,0,None
1,2023-05-27,146,85.24631298171006,48.74906522416617,1.2407806324315116,99.63482840818078,0,39,0,None
1,2023-05-28,147,79.2992259614753,32.53943638620365,1.1804599440316976,101.68926483840158,0,40,0,None
1,2023-05-29,148,85.37141212864852,46.236303871804736,1.2012694708934044,99.16286683902946,0,41,0,None
1,2023-05-30,149,77.27287301064399,44.07284174134155,1.4580435205643518,102.85063492885712,0,42,0,None
1,2023-05-31,150,76.48515506112253,44.67358029028702,1.1617129599006544,100.99984542498512,0,43,0,None
1,2023-06-01,151,79.37719049094285,34.865923220046426,1.1605995494524408,99.28112711360706,0,44,0,None
1,2023-06-02,152,88.21826232348826,37.93104839273835,1.1214205730944729,101.21347186688466,0,45,0,None
1,2023-06-03,153,78.20618929601008,49.964695550853364,1.4621904604258067,97.0016558886086,0,46,0,None
1,2023-06-04,154,86.72647509746707,47.89063152784585,1.2814224731018737,102.17545823142507,0,47,0,None
1,2023-06-05,155,87.43218405805602,40.40669070558972,1.3981049466413094,99.31948296409148,0,48,0,None
1,2023-06-06,156,82.2088896775853,39.49550366452159,1.3938550418116584,98.44081945354388,0,49,0,None
1,2023-06-07,157,88.15269462983039,28.023685592959957,1.2597421997861311,96.47511829049093,0,50,0,None
1,2023-06-08,158,86.39499881153625,34.755659160447244,1.39852922053604,96.04499280163596,0,51,0,None
1,2023-06-09,159,81.50741309546535,39.756872994602574,1.3284338325785232,100.82969504985272,0,52,0,None
1,2023-06-10,160,88.53033512428898,59.24513059302725,1.3848627831674774,99.14999906415318,0,53,0,None
1,2023-06-11,161,87.45249626567073,29.24688831712037,1.3959301032500084,96.11248047596845,0,54,0,None
1,2023-06-12,162,75.44599467516068,30.72709148372321,1.4512597717254516,101.54901274376617,0,55,0,None
1,2023-06-13,163,73.92848367293229,37.67578413056068,1.1703839380831278,101.37005365877984,0,56,0,None
1,2023-06-14,164,79.26100994224271,33.850350014990866,1.3369132778575243,99.55762634023458,0,57,0,None
1,2023-06-15,165,84.3036991761648,45.2170924665464,1.448706006612983,97.73772092826398,0,58,0,None
1,2023-06-16,166,87.60395611212418,29.35786691287295,1.3959584895041899,99.10301597555348,0,59,0,None
1,2023-06-17,167,86.01839351174824,36.67994148072198,1.2627081117361096,100.2079410799588,0,60,1,Cooling System
1,2023-06-18,168,88.63687056601009,54.687718898861185,1.5394598743952188,99.24014088401623,0,1,0,None
1,2023-06-19,169,73.84418904128555,26.610519788175885,1.314919462967758,100.44947746708658,0,2,0,None
1,2023-06-20,170,84.10004744919263,50.3456522706654,1.261966045324373,102.4974112702386,0,3,0,None
1,2023-06-21,171,82.32836840834509,49.4945305474501,1.3442678766449012,104.22492414150834,0,4,0,None
1,2023-06-22,172,80.17228194385315,45.55615078041708,1.5609774735227304,99.35098775692194,0,5,0,None
1,2023-06-23,173,80.18055254752693,36.925094383918825,1.428062798327228,100.6875604057527,0,6,0,None
1,2023-06-24,174,77.81874457016664,44.323462935983294,1.2603663581077833,99.9353903294146,0,7,0,None
1,2023-06-25,175,77.73409511155742,28.09168870155419,1.4443515760646164,97.51061209296738,0,8,0,None
1,2023-06-26,176,85.77138530399495,64.80699889248906,1.3873342558179367,102.03210858337589,0,9,0,None
1,2023-06-27,177,85.77626036246792,48.198454378585,1.473899630662367,98.00441509812171,0,10,0,None
1,2023-06-28,178,80.81803095908258,26.52466957083325,1.4892224292847258,100.39610142607225,0,11,0,None
1,2023-06-29,179,80.77917503752937,52.567024937998504,1.4286949860265756,104.47731949639008,0,12,0,None
1,2023-06-30,180,84.01542132731898,42.508887298964865,1.4894283459973767,99.59747433501424,0,13,0,None
1,2023-07-01,181,73.73474463340496,43.248051908002864,1.3535583797106545,99.72171558632905,0,14,0,None
1,2023-07-02,182,79.57039572445568,30.025928272317124,1.2926245362706,102.90741623012256,0,15,0,None
1,2023-07-03,183,91.2369824486503,29.230206868639776,1.3825528064627557,101.15117988951792,0,16,0,None
1,2023-07-04,184,77.00968134034564,44.70536818143672,1.3532053320573416,100.73220684304206,0,17,0,None
1,2023-07-05,185,82.89214327918262,32.72844752202911,1.3090464267471034,102.82834180257704,0,18,0,None
1,2023-07-06,186,80.1878797403025,50.286559416183884,1.518501725947829,101.72044347090582,0,19,0,None
1,2023-07-07,187,82.37231680069456,33.095842219208365,1.4574874015710568,98.92033227871823,0,20,0,None
1,2023-07-08,188,82.89063478869555,53.6749784546445,1.3960821696824592,101.35723757752365,0,21,0,None
1,2023-07-09,189,87.4529868683992,39.8462949603331,1.4302003575457616,100.69965107298482,0,22,0,None
1,2023-07-10,190,86.7973976396545,41.713827638432875,1.4178528039133749,99.6018810334672,0,23,0,None
1,2023-07-11,191,77.92535949901975,56.21572516582952,1.3987772229531759,101.04619451147605,0,24,0,None
1,2023-07-12,192,82.06215845889163,51.94394958364061,1.4931495474729086,99.72957205029465,0,25,0,None
1,2023-07-13,193,85.4000430544499,23.979829355814818,1.4949987452757472,99.14711497179682,0,26,0,None
1,2023-07-14,194,88.4739664273046,30.644893762443864,1.3612573433947035,103.18441474198183,0,27,0,None
1,2023-07-15,195,85.537722621818,52.80227606089248,1.3758579306649525,104.37794705448394,0,28,0,None
1,2023-07-16,196,76.0236109995142,39.19969805693304,1.5913741415490599,100.61431369692963,0,29,0,None
1,2023-07-17,197,78.98907695238566,41.49981531771727,1.350882506826783,100.2806599884147,0,30,0,None
1,2023-07-18,198,81.58804550673199,41.124598230552884,1.5465644804542147,101.08267277992579,0,31,0,None
1,2023-07-19,199,94.31680184060481,31.378885515061885,1.5854417752550627,102.33355813792119,0,32,1,Drivetrain
2,2023-01-01,0,77.70960146690773,61.12933628212341,0.3281323394272493,100.71284710827142,4,-86,0,None
2,2023-01-02,1,80.04250993965987,35.13755062802214,0.4605111528626004,104.12145143946046,4,-85,0,None
2,2023-01-03,2,74.65286909047296,51.563050782366666,0.5734403537600439,100.81819918743217,4,-84,0,None
2,2023-01-04,3,79.43224836271568,36.866145803181396,0.4011183592380857,101.2679156045347,4,-83,0,None
2,2023-01-05,4,82.33410209590086,57.34038817975189,0.5651981215737318,99.70216129685332,4,-82,0,None
2,2023-01-06,5,75.16771425387434,44.812753722713964,0.32381838651892636,102.20605135170464,4,-81,0,None
2,2023-01-07,6,77.98302917451221,44.22157320373441,0.3008037989847775,104.31979799656061,4,-80,0,None
2,2023-01-08,7,79.81740673723387,56.49560790223499,0.5195533629083239,95.06376962756686,4,-79,0,None
2,2023-01-09,8,80.24836494779039,42.29794451427144,0.4764517009644413,101.59383929799205,4,-78,0,None
2,2023-01-10,9,76.66259839650404,48.62910277069598,0.5864206321556112,98.33307676895132,4,-77,0,None
2,2023-01-11,10,87.03797668448044,37.862539363707796,0.5725263567720444,97.7670752218369,4,-76,0,None
2,2023-01-12,11,95.66896916531604,47.18743391454485,0.5132005111047063,103.78321011861358,4,-75,0,None
2,2023-01-13,12,81.87786123372153,18.280900141043265,0.6284010353572227,101.14833208275856,4,-74,0,None
2,2023-01-14,13,78.21647758277464,39.079690622583826,0.4503995279522795,98.70918288331103,4,-73,0,None
2,2023-01-15,14,81.37825270247254,55.30078826383769,0.5985076104456237,97.19970755478771,4,-72,0,None
2,2023-01-16,15,72.48832564014992,33.15758241190425,0.6344852912688274,99.40901332024477,4,-71,0,None
2,2023-01-17,16,81.04119627482333,31.72863224181998,0.540117731546318,99.95939549335523,4,-70,0,None
2,2023-01-18,17,80.03856435747795,38.769141204863296,0.651022140613626,102.71351244220969,4,-69,0,None
2,2023-01-19,18,76.77924798459979,46.12991631349303,0.46176361211105077,103.15408722271351,4,-68,0,None
2,2023-01-20,19,81.26276304119392,53.0256309404552,0.7118895874415057,103.19180453421264,4,-67,0,None
2,2023-01-21,20,81.71721791747794,39.83164077340033,0.6891778484002141,99.82613019352593,4,-66,0,None
2,2023-01-22,21,79.88889109801406,64.10781246060895,0.6845422278969365,97.93483536413532,4,-65,0,None
2,2023-01-23,22,78.43944534783725,47.78293824011691,0.32278712686894645,100.21848836631652,4,-64,0,None
2,2023-01-24,23,84.23707650791575,27.325026427524705,0.6358821156734773,100.36369864644887,4,-63,0,None
2,2023-01-25,24,77.20180105218537,38.90735301433393,0.7867975424759847,98.86602777983761,4,-62,0,None
2,2023-01-26,25,87.7589310361272,34.80752704898343,0.6351328675458205,101.55326843696753,4,-61,0,None
2,2023-01-27,26,72.89529277506772,23.546307275617316,0.721335394116749,100.07459904884148,4,-60,0,None
2,2023-01-28,27,78.89656739443124,45.63751615405352,0.6306079434664695,96.66918218442942,4,-59,0,None
2,2023-01-29,28,88.1204157529284,52.983725803757864,0.701381742903893,99.04238326986578,4,-58,0,None
2,2023-01-30,29,77.40546816718023,31.026600996480973,0.6358760200345914,101.09338294384148,4,-57,0,None
2,2023-01-31,30,76.08205868499468,26.279767048725684,0.5700456642944486,99.15339112656896,4,-56,0,None
2,2023-02-01,31,81.96403103931114,38.84434895097921,0.5535505985203877,97.99237654473684,4,-55,0,None
2,2023-02-02,32,73.05842055968013,53.76693846879527,0.5799973216965437,100.99095113970778,4,-54,0,None
2,2023-02-03,33,90.9618417583839,50.062843727972925,0.651179869164108,101.44306158283109,4,-53,0,None
2,2023-02-04,34,79.53007664863384,32.47229622782848,0.6581779628724642,100.29552874855871,4,-52,0,None
2,2023-02-05,35,85.32187624440294,38.71830319560556,0.7963118669932314,99.588212131816,4,-51,0,None
2,2023-02-06,36,79.14622161777025,58.25562838080559,0.47703416764938195,97.67270635094957,4,-50,0,None
2,2023-02-07,37,71.87959183179838,45.750971104505886,0.6751367982863281,100.6165169079354,4,-49,0,None
2,2023-02-08,38,75.71037867214655,38.09723634179331,0.7728634686678741,98.60966829172266,4,-48,0,None
2,2023-02-09,39,74.60226734159818,28.24500101629918,0.8313988827849923,96.3405507544022,4,-47,0,None
2,2023-02-10,40,88.7123407984927,41.16394274811503,0.6996654253968553,101.10977271181493,4,-46,0,None
2,2023-02-11,41,75.27636677992678,31.05865543330614,0.7579858073552413,99.33827702546792,4,-45,0,None
2,2023-02-12,42,89.36828405181016,39.55504803409027,0.6545059733190249,99.29800487581417,4,-44,0,None
2,2023-02-13,43,76.18086817629126,33.905800938566315,0.559799627904981,96.68115857102073,4,-43,0,None
2,2023-02-14,44,74.4812056849019,55.85449378071313,0.8263834701616208,99.34321924180264,4,-42,0,None
2,2023-02-15,45,82.44547006894746,48.93077300810123,0.8048378147647947,99.73821492725727,4,-41,0,None
2,2023-02-16,46,83.14897769640524,36.5492495206123,0.8258974439295401,99.49292130019795,4,-40,0,None
2,2023-02-17,47,78.84488993210246,39.077562499606884,0.5776903831421415,101.66591925543453,4,-39,0,None
2,2023-02-18,48,79.79072046483672,38.118401393799026,0.7263154813897541,103.26822943112103,4,-38,0,None
2,2023-02-19,49,81.41518560351152,34.13964414712195,0.8086911545157043,96.46267633176323,4,-37,0,None
2,2023-02-20,50,77.596800944095,57.76168707289639,0.7098361425144286,97.75766841743382,4,-36,0,None
2,2023-02-21,51,81.01297597755318,39.55466581431541,0.8824378373305624,100.43235810474688,4,-35,0,None
2,2023-02-22,52,82.64719728006973,38.79773492115944,0.6310003332896564,98.95864160351135,4,-34,0,None
2,2023-02-23,53,75.77970885523764,54.491603227429096,0.5993904538069182,98.12362360888088,4,-33,0,None
2,2023-02-24,54,82.38840985185689,38.805825767318,0.8336565036547459,98.5443251506655,4,-32,0,None
2,2023-02-25,55,85.13698344345632,25.56736217900529,0.7623113202297773,98.5726948093625,4,-31,0,None
2,2023-02-26,56,79.41400198560807,41.773076662325394,0.7657176266583651,100.11429908349317,4,-30,0,None
2,2023-02-27,57,76.66374302665062,36.123615783178955,0.7378670850849116,101.94218063522638,4,-29,0,None
2,2023-02-28,58,71.84103690079573,51.67869427638923,0.6616082787764299,98.28906170699697,4,-28,0,None
2,2023-03-01,59,83.48163884405879,50.40579425835668,0.5814525143404683,97.42017993988928,4,-27,0,None
2,2023-03-02,60,79.3998889273423,43.33759320320231,0.7925067025359999,98.31058549361168,4,-26,0,None
2,2023-03-03,61,82.17836237707698,50.26992506708968,0.9464650129446199,99.10066417171863,4,-25,0,None
2,2023-03-04,62,79.7819785385196,40.9123406441098,0.5503941996448913,99.54999489615373,4,-24,0,None
